timestamp	Classic	Autoencoder	GRU
2017-06-01 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-01 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-01 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-02 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-02 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-05 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-05 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-06 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-06 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-07 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-07 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-08 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-08 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 14:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 14:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 15:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 15:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 16:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 16:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 17:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 17:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 18:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 18:30:00+00:00	1.000000	1.000000	1.000000
2017-06-09 19:00:00+00:00	1.000000	1.000000	1.000000
2017-06-09 19:30:00+00:00	1.000000	1.000000	1.000000
2017-06-12 13:30:00+00:00	1.000000	1.000000	1.000000
2017-06-12 14:00:00+00:00	0.999931	0.999914	1.000000
2017-06-12 14:30:00+00:00	0.999851	0.999857	1.000000
2017-06-12 15:00:00+00:00	0.999772	0.999995	1.000000
2017-06-12 15:30:00+00:00	0.999825	0.999833	1.000000
2017-06-12 16:00:00+00:00	0.999730	0.999580	1.000000
2017-06-12 16:30:00+00:00	0.999753	0.999866	1.000000
2017-06-12 17:00:00+00:00	0.999709	0.999888	1.000000
2017-06-12 17:30:00+00:00	0.999784	0.999875	1.000000
2017-06-12 18:00:00+00:00	0.999777	0.999843	1.000000
2017-06-12 18:30:00+00:00	0.999802	0.999816	1.000000
2017-06-12 19:00:00+00:00	0.999749	0.999733	1.000000
2017-06-12 19:30:00+00:00	0.999812	0.999856	1.000000
2017-06-13 13:30:00+00:00	0.999812	0.999856	1.000000
2017-06-13 14:00:00+00:00	0.999783	0.999508	1.000000
2017-06-13 14:30:00+00:00	0.999733	0.999653	1.000000
2017-06-13 15:00:00+00:00	0.999758	0.999665	1.000000
2017-06-13 15:30:00+00:00	0.999815	0.999678	1.000000
2017-06-13 16:00:00+00:00	0.999743	0.999439	1.000000
2017-06-13 16:30:00+00:00	0.999736	0.999544	1.000000
2017-06-13 17:00:00+00:00	0.999690	0.999658	1.000000
2017-06-13 17:30:00+00:00	0.999741	0.999742	1.000000
2017-06-13 18:00:00+00:00	0.999755	0.999549	1.000000
2017-06-13 18:30:00+00:00	0.999797	0.999698	1.000000
2017-06-13 19:00:00+00:00	0.999858	0.999777	1.000000
2017-06-13 19:30:00+00:00	0.999816	0.999716	1.000000
2017-06-14 13:30:00+00:00	0.999816	0.999716	1.000000
2017-06-14 14:00:00+00:00	0.999711	0.999448	1.000000
2017-06-14 14:30:00+00:00	0.999536	0.999019	1.000000
2017-06-14 15:00:00+00:00	0.999614	0.998850	1.000000
2017-06-14 15:30:00+00:00	0.999678	0.998989	1.000000
2017-06-14 16:00:00+00:00	0.999655	0.998986	1.000000
2017-06-14 16:30:00+00:00	0.999609	0.998841	1.000000
2017-06-14 17:00:00+00:00	0.999793	0.998980	1.000000
2017-06-14 17:30:00+00:00	0.999979	0.999241	1.000000
2017-06-14 18:00:00+00:00	0.999963	0.999223	1.000000
2017-06-14 18:30:00+00:00	0.999822	0.998986	1.000000
2017-06-14 19:00:00+00:00	0.999862	0.999001	1.000000
2017-06-14 19:30:00+00:00	0.999904	0.999170	1.000000
2017-06-15 13:30:00+00:00	0.999904	0.999170	1.000000
2017-06-15 14:00:00+00:00	0.999786	0.999257	1.000000
2017-06-15 14:30:00+00:00	0.999625	0.999076	1.000000
2017-06-15 15:00:00+00:00	0.999695	0.998941	1.000000
2017-06-15 15:30:00+00:00	0.999741	0.999055	1.000000
2017-06-15 16:00:00+00:00	0.999676	0.999093	1.000000
2017-06-15 16:30:00+00:00	0.999655	0.999223	1.000000
2017-06-15 17:00:00+00:00	0.999635	0.999242	1.000000
2017-06-15 17:30:00+00:00	0.999634	0.999038	1.000000
2017-06-15 18:00:00+00:00	0.999615	0.998891	1.000000
2017-06-15 18:30:00+00:00	0.999546	0.998822	1.000000
2017-06-15 19:00:00+00:00	0.999601	0.998815	1.000000
2017-06-15 19:30:00+00:00	0.999572	0.998990	1.000000
2017-06-16 13:30:00+00:00	0.999572	0.998990	1.000000
2017-06-16 14:00:00+00:00	0.999539	0.998790	1.000000
2017-06-16 14:30:00+00:00	0.999291	0.998622	1.000000
2017-06-16 15:00:00+00:00	0.999371	0.998805	1.000000
2017-06-16 15:30:00+00:00	0.999325	0.998561	1.000000
2017-06-16 16:00:00+00:00	0.999338	0.998624	1.000000
2017-06-16 16:30:00+00:00	0.999382	0.998679	1.000000
2017-06-16 17:00:00+00:00	0.999417	0.998840	1.000000
2017-06-16 17:30:00+00:00	0.999514	0.998766	1.000000
2017-06-16 18:00:00+00:00	0.999564	0.998697	1.000000
2017-06-16 18:30:00+00:00	0.999513	0.998733	1.000000
2017-06-16 19:00:00+00:00	0.999479	0.998456	1.000000
2017-06-16 19:30:00+00:00	0.999479	0.998492	1.000000
2017-06-19 13:30:00+00:00	0.999479	0.998492	0.999750
2017-06-19 14:00:00+00:00	0.999351	0.997969	0.999489
2017-06-19 14:30:00+00:00	0.999670	0.998014	1.000001
2017-06-19 15:00:00+00:00	0.999643	0.997981	1.000355
2017-06-19 15:30:00+00:00	0.999643	0.997884	1.000188
2017-06-19 16:00:00+00:00	0.999717	0.997658	1.000610
2017-06-19 16:30:00+00:00	0.999581	0.997516	1.000359
2017-06-19 17:00:00+00:00	0.999628	0.997402	1.000359
2017-06-19 17:30:00+00:00	0.999690	0.997333	1.000359
2017-06-19 18:00:00+00:00	0.999445	0.997502	1.000359
2017-06-19 18:30:00+00:00	0.999499	0.997536	1.000359
2017-06-19 19:00:00+00:00	0.999558	0.997593	1.000359
2017-06-19 19:30:00+00:00	0.999583	0.997735	1.000359
2017-06-20 13:30:00+00:00	0.999583	0.997735	1.000359
2017-06-20 14:00:00+00:00	0.999626	0.997983	1.000359
2017-06-20 14:30:00+00:00	0.999663	0.997611	1.000359
2017-06-20 15:00:00+00:00	0.999855	0.997672	1.000359
2017-06-20 15:30:00+00:00	0.999975	0.997531	1.000359
2017-06-20 16:00:00+00:00	0.999868	0.997540	1.000359
2017-06-20 16:30:00+00:00	0.999919	0.997507	1.000359
2017-06-20 17:00:00+00:00	0.999916	0.997544	1.000359
2017-06-20 17:30:00+00:00	0.999982	0.997470	1.000359
2017-06-20 18:00:00+00:00	0.999999	0.997391	1.000359
2017-06-20 18:30:00+00:00	0.999918	0.997366	1.000359
2017-06-20 19:00:00+00:00	0.999908	0.997314	1.000359
2017-06-20 19:30:00+00:00	1.000008	0.997339	1.000359
2017-06-21 13:30:00+00:00	1.000008	0.997339	1.000359
2017-06-21 14:00:00+00:00	0.999883	0.997117	1.000359
2017-06-21 14:30:00+00:00	0.999710	0.997152	1.000359
2017-06-21 15:00:00+00:00	0.999412	0.996551	1.000359
2017-06-21 15:30:00+00:00	0.999191	0.996549	1.000359
2017-06-21 16:00:00+00:00	0.999415	0.996530	1.000359
2017-06-21 16:30:00+00:00	0.999566	0.996274	1.000359
2017-06-21 17:00:00+00:00	0.999613	0.996266	1.000359
2017-06-21 17:30:00+00:00	1.000180	0.996794	1.000359
2017-06-21 18:00:00+00:00	1.000246	0.996875	1.000359
2017-06-21 18:30:00+00:00	1.000277	0.996987	1.000359
2017-06-21 19:00:00+00:00	1.000290	0.997043	1.000359
2017-06-21 19:30:00+00:00	1.000636	0.997394	1.000359
2017-06-22 13:30:00+00:00	1.000586	0.997332	1.000359
2017-06-22 14:00:00+00:00	1.000596	0.996742	1.000359
2017-06-22 14:30:00+00:00	1.000655	0.996789	1.000359
2017-06-22 15:00:00+00:00	1.000653	0.997356	1.000359
2017-06-22 15:30:00+00:00	1.000788	0.997524	1.000359
2017-06-22 16:00:00+00:00	1.000852	0.997682	1.000359
2017-06-22 16:30:00+00:00	1.000819	0.997177	1.000359
2017-06-22 17:00:00+00:00	1.000791	0.997003	1.000359
2017-06-22 17:30:00+00:00	1.000813	0.996916	1.000359
2017-06-22 18:00:00+00:00	1.000915	0.996877	1.000359
